"Timestamp","Rank the bachelors [Alex]","Rank the bachelors [Elliott]","Rank the bachelors [Harvey]","Rank the bachelors [Sam]","Rank the bachelors [Sebastian]","Rank the bachelors [Shane]","Rank the bachelorettes [Abigail]","Rank the bachelorettes [Emily]","Rank the bachelorettes [Haley]","Rank the bachelorettes [Leah]","Rank the bachelorettes [Maru]","Rank the bachelorettes [Penny]","#1 Overall","#2 Overall","#3 Overall","How do you identify as?","What is your sexual orientation?","How old are you?",""
"2018/07/21 11:45:55 pm CET","#3","#2","#4","#6","#5","#1","#1","#2","#6","#3","#5","#4","Abigail","Leah","Emily","Male","Heterosexual","19-29",""
"2018/07/21 11:46:00 pm CET","#3","#5","#4","#1","#2","#6","#1","#6","#3","#2","#4","#5","Abigail","Leah","Haley","Male","Heterosexual","30-39",""
"2018/07/21 11:46:12 pm CET","#3","#4","#6","#5","#1","#2","#1","#5","#6","#4","#2","#3","Sebastian","Abigail","Shane","Female","Heterosexual","30-39",""
"2018/07/21 11:46:42 pm CET","#3","#6","#5","#1","#4","#2","#3","#2","#4","#1","#6","#5","Sam","Shane","Alex","Male","Homosexual","19-29",""
"2018/07/21 11:47:40 pm CET","#5","#4","#3","#6","#2","#1","#1","#2","#6","#3","#4","#5","Abigail","Shane","Emily","Male","Heterosexual","19-29",""
"2018/07/21 11:48:06 pm CET","#6","#5","#3","#4","#2","#1","#4","#5","#6","#1","#3","#2","Leah","Shane","Penny","Male","Heterosexual","19-29",""
"2018/07/21 11:48:17 pm CET","#4","#2","#5","#3","#1","#6","#4","#6","#3","#1","#2","#5","Sebastian","Elliott","Leah","Female","Heterosexual","19-29",""
"2018/07/21 11:48:20 pm CET","#1","#4","#6","#2","#5","#3","#6","#2","#3","#1","#5","#4","Sam","Alex","Shane","Female","Heterosexual","19-29",""
"2018/07/21 11:48:53 pm CET","#1","#2","#3","#4","#5","#6","#5","#3","#4","#2","#6","#1","Penny","Leah","Haley","Male","Heterosexual","19-29",""
"2018/07/21 11:49:53 pm CET","#2","#4","#1","#3","#6","#5","#2","#5","#6","#1","#4","#3","Leah","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/07/21 11:49:59 pm CET","#2","#3","#1","#4","#5","#6","#3","#5","#6","#2","#4","#1","Penny","Leah","Harvey","Male","Heterosexual","19-29",""
"2018/07/21 11:50:45 pm CET","#5","#3","#6","#4","#1","#2","#1","#5","#6","#2","#4","#3","Sebastian","Shane","Abigail","Female","Bisexual","19-29",""
"2018/07/21 11:51:21 pm CET","#4","#2","#1","#3","#5","#6","#5","#2","#1","#3","#6","#4","Haley","Emily","Leah","Male","Heterosexual","19-29",""
"2018/07/21 11:52:07 pm CET","#6","#5","#1","#2","#3","#4","#2","#1","#6","#4","#3","#5","Emily","Abigail","Maru","Female","Bisexual","19-29",""
"2018/07/21 11:52:18 pm CET","#6","#4","#3","#2","#1","#5","#2","#1","#3","#4","#5","#6","Sebastian","Emily","Abigail","Female","Pansexual","15-18",""
"2018/07/21 11:52:23 pm CET","#1","#2","#3","#4","#6","#5","#5","#4","#3","#1","#6","#2","Leah","Haley","Harvey","Male","Heterosexual","30-39",""
"2018/07/21 11:53:04 pm CET","#1","#3","#4","#2","#5","#6","#1","#3","#6","#2","#5","#4","Alex","Sam","Sebastian","Male","Homosexual","19-29",""
"2018/07/21 11:53:16 pm CET","#5","#3","#1","#2","#4","#6","#3","#6","#5","#1","#2","#4","Leah","Maru","Abigail","Male","Heterosexual","19-29",""
"2018/07/21 11:53:34 pm CET","#3","#5","#6","#2","#1","#4","#1","#3","#6","#2","#4","#5","Sebastian","Abigail","Leah","Female","Bisexual","30-39",""
"2018/07/21 11:53:51 pm CET","#4","#3","#1","#2","#6","#5","#2","#4","#6","#5","#3","#1","Penny","Abigail","Maru","Male","Heterosexual","30-39",""
"2018/07/21 11:54:02 pm CET","#2","#6","#5","#3","#4","#1","#4","#5","#2","#3","#6","#1","Penny","Haley","Leah","Female","Bisexual","19-29",""
"2018/07/21 11:54:02 pm CET","#1","#4","#5","#2","#3","#6","#1","#2","#3","#4","#6","#5","Abigail","Emily","Haley","Male","Heterosexual","30-39",""
"2018/07/21 11:54:11 pm CET","#3","#1","#5","#2","#4","#6","#3","#2","#6","#1","#5","#4","Leah","Emily","Penny","Male","Heterosexual","19-29",""
"2018/07/21 11:54:37 pm CET","#4","#1","#6","#3","#2","#5","#5","#2","#4","#1","#3","#6","Leah","Emily","Sebastian","Male","Heterosexual","19-29",""
"2018/07/21 11:54:49 pm CET","#6","#1","#2","#3","#4","#5","#3","#6","#4","#1","#2","#5","Elliott","Leah","Harvey","Female","Heterosexual","19-29",""
"2018/07/21 11:54:50 pm CET","#3","#6","#5","#2","#1","#4","#1","#5","#6","#2","#4","#3","Sebastian","Abigail","Sam","Female","Heterosexual","19-29",""
"2018/07/21 11:55:05 pm CET","#2","#3","#1","#6","#5","#4","#2","#5","#1","#4","#3","#6","Haley","Harvey","Abigail","Female","Homosexual","19-29",""
"2018/07/21 11:55:06 pm CET","#3","#5","#4","#6","#2","#1","#2","#5","#3","#1","#4","#6","Shane","Leah","Sebastian","Female","Heterosexual","19-29",""
"2018/07/21 11:55:24 pm CET","#6","#2","#5","#4","#3","#1","#1","#5","#4","#2","#6","#3","Sebastian","Elliott","Abigail","Female","Heterosexual","19-29",""
"2018/07/21 11:55:35 pm CET","#6","#2","#1","#3","#5","#4","#3","#4","#6","#1","#2","#5","Leah","Harvey","Elliott","Female","Bisexual","19-29",""
"2018/07/21 11:55:47 pm CET","#4","#6","#5","#2","#1","#3","#2","#5","#6","#3","#1","#4","Sebastian","Sam","Shane","Male","Bisexual","19-29",""
"2018/07/21 11:55:51 pm CET","#1","#5","#6","#3","#2","#4","#2","#5","#6","#3","#1","#4","Alex","Maru","Sebastian","Female","Bisexual","15-18",""
"2018/07/21 11:56:10 pm CET","#1","#3","#2","#4","#5","#6","#3","#4","#1","#6","#5","#2","Shane","Leah","Sebastian","Female","Heterosexual","30-39",""
"2018/07/21 11:56:33 pm CET","#3","#5","#6","#2","#1","#4","#4","#6","#2","#3","#5","#1","Sebastian","Sam","Alex","Female","Heterosexual","19-29",""
"2018/07/21 11:56:55 pm CET","#6","#5","#3","#4","#2","#1","#6","#3","#5","#4","#2","#1","Penny","Maru","Emily","Male","Heterosexual","15-18",""
"2018/07/21 11:56:56 pm CET","#3","#5","#6","#1","#2","#4","#4","#5","#2","#3","#6","#1","Penny","Haley","Sam","Male","","19-29",""
"2018/07/21 11:57:22 pm CET","#6","#5","#4","#3","#2","#1","#3","#1","#2","#4","#5","#6","Shane","Haley","Emily","Female","Bisexual","19-29",""
"2018/07/21 11:57:48 pm CET","#6","#2","#3","#5","#1","#4","#1","#4","#6","#3","#2","#5","Sebastian","Abigail","Elliott","Female","Bisexual","19-29",""
"2018/07/21 11:58:06 pm CET","#3","#5","#4","#1","#2","#6","#3","#2","#5","#4","#6","#1","Penny","Abigail","Sam","Female","Bisexual","19-29",""
"2018/07/21 11:58:06 pm CET","#5","#4","#1","#6","#3","#2","#1","#5","#4","#3","#6","#2","","","","Male","Heterosexual","15-18",""
"2018/07/21 11:58:42 pm CET","#4","#5","#6","#3","#2","#1","#2","#5","#3","#1","#6","#4","Leah","Abigail","Shane","Male","Bisexual","19-29",""
"2018/07/21 11:59:09 pm CET","#4","#3","#1","#2","#5","#6","#1","#2","#3","#4","#6","#5","Harvey","Abigail","Alex","Male","Heterosexual","19-29",""
"2018/07/21 11:59:16 pm CET","#3","#1","#4","#6","#2","#5","#1","#4","#6","#2","#5","#3","Abigail","Leah","Elliott","Female","Homosexual","19-29",""
"2018/07/21 11:59:26 pm CET","#4","#2","#1","#3","#6","#5","#2","#5","#4","#1","#3","#6","Leah","Abigail","Harvey","Male","Heterosexual","19-29",""
"2018/07/22 12:00:01 am CET","#1","#2","#6","#3","#4","#5","#6","#2","#1","#4","#5","#3","Haley","Emily","Alex","Male","Bisexual","19-29",""
"2018/07/22 12:00:30 am CET","#2","#1","#5","#3","#4","#6","#4","#6","#1","#2","#5","#3","Haley","Leah","Abigail","Female","Homosexual","19-29",""
"2018/07/22 12:00:53 am CET","#6","#5","#2","#4","#3","#1","#4","#6","#3","#2","#5","#1","Penny","Shane","Leah","Male","Heterosexual","15-18",""
"2018/07/22 12:01:08 am CET","#3","#6","#5","#2","#1","#4","#3","#1","#6","#4","#2","#5","Sebastian","Sam","Alex","Male","Homosexual","30-39",""
"2018/07/22 12:01:14 am CET","#6","#3","#5","#4","#1","#2","#2","#5","#6","#4","#3","#1","Sebastian","Penny","Abigail","Female","Asexual","19-29",""
"2018/07/22 12:01:36 am CET","#5","#4","#1","#6","#3","#2","#4","#5","#6","#3","#1","#2","Maru","Harvey","Penny","Male","Heterosexual","15-18",""
"2018/07/22 12:01:43 am CET","#4","#3","#5","#2","#6","#1","#4","#1","#3","#2","#5","#6","Emily","Shane","Sam","Female","Heterosexual","19-29",""
"2018/07/22 12:02:01 am CET","#4","#6","#5","#2","#1","#3","#1","#2","#3","#5","#6","#4","Abigail","Emily","Sebastian","Male","Heterosexual","19-29",""
"2018/07/22 12:02:55 am CET","#6","#2","#5","#4","#3","#1","#2","#5","#6","#1","#4","#3","Leah","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/07/22 12:03:34 am CET","#2","#1","#6","#3","#4","#5","#5","#6","#4","#3","#1","#2","Maru","Penny","Elliott","Male","Heterosexual","15-18",""
"2018/07/22 12:03:34 am CET","#4","#3","#2","#5","#6","#1","#2","#6","#4","#1","#3","#5","Shane","Harvey","Leah","Female","Bisexual","19-29",""
"2018/07/22 12:03:52 am CET","#3","#2","#6","#4","#5","#1","#3","#2","#6","#1","#4","#5","Shane","Elliott","Leah","Female","Bisexual","19-29",""
"2018/07/22 12:04:22 am CET","#2","#1","#6","#3","#4","#5","#5","#6","#4","#3","#1","#2","Maru","Penny","Elliott","Male","Heterosexual","15-18",""
"2018/07/22 12:04:34 am CET","#4","#1","#6","#5","#3","#2","#4","#1","#6","#2","#5","#3","Elliott","Emily","Leah","Female","Heterosexual","19-29",""
"2018/07/22 12:04:40 am CET","#4","#5","#6","#2","#1","#3","#3","#5","#6","#2","#4","#1","Sebastian","Penny","Leah","Female","Bisexual","19-29",""
"2018/07/22 12:05:23 am CET","#6","#1","#2","#5","#3","#4","#5","#6","#4","#2","#1","#3","Elliott","Maru","Harvey","Female","Asexual","19-29",""
"2018/07/22 12:05:41 am CET","#6","#4","#2","#5","#1","#3","#1","#3","#5","#4","#6","#2","Sebastian","Harvey","Abigail","Female","Heterosexual","19-29",""
"2018/07/22 12:06:18 am CET","#3","#5","#2","#6","#4","#1","#4","#2","#6","#3","#5","#1","Shane","Penny","Harvey","Female","Bisexual","19-29",""
"2018/07/22 12:06:29 am CET","#5","#1","#3","#4","#2","#6","#5","#2","#4","#1","#6","#3","Leah","Emily","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 12:06:48 am CET","#5","#3","#2","#6","#4","#1","#2","#6","#3","#4","#5","#1","","","","Male","Heterosexual","19-29",""
"2018/07/22 12:07:23 am CET","#4","#1","#2","#3","#5","#6","#3","#5","#6","#2","#1","#4","Elliott","Harvey","Maru","Female","Heterosexual","19-29",""
"2018/07/22 12:07:45 am CET","#5","#3","#6","#2","#1","#4","#4","#3","#6","#2","#5","#1","Penny","Leah","Sebastian","Male","Heterosexual","19-29",""
"2018/07/22 12:07:46 am CET","#6","#5","#4","#3","#2","#1","#3","#6","#4","#2","#5","#1","Penny","Leah","Abigail","Male","Heterosexual","30-39",""
"2018/07/22 12:07:51 am CET","#3","#2","#1","#5","#4","#6","#2","#5","#6","#1","#4","#3","","","","Male","Heterosexual","30-39",""
"2018/07/22 12:08:27 am CET","#6","#1","#2","#4","#3","#5","#2","#1","#3","#5","#6","#4","Emily","Abigail","Elliott","Male","Heterosexual","15-18",""
"2018/07/22 12:08:28 am CET","#6","#5","#4","#3","#1","#2","#1","#5","#4","#3","#6","#2","Abigail","Penny","Leah","Male","Homosexual","19-29",""
"2018/07/22 12:08:43 am CET","#5","#1","#6","#2","#3","#4","#4","#5","#3","#1","#6","#2","Leah","Elliott","Penny","Female","Heterosexual","19-29",""
"2018/07/22 12:09:05 am CET","#6","#4","#5","#3","#2","#1","#2","#5","#6","#1","#4","#3","Shane","Leah","Abigail","Female","Heterosexual","19-29",""
"2018/07/22 12:09:15 am CET","#5","#4","#3","#2","#6","#1","#6","#5","#4","#1","#3","#2","Shane","Leah","Elliott","Female","Bisexual","19-29",""
"2018/07/22 12:09:34 am CET","#2","#3","#4","#5","#6","#1","#2","#1","#6","#3","#4","#5","Shane","Elliott","Emily","Female","Heterosexual","19-29",""
"2018/07/22 12:10:04 am CET","#6","#1","#5","#2","#3","#4","#4","#5","#6","#3","#1","#2","Maru","Penny","Elliott","Female","Heterosexual","30-39",""
"2018/07/22 12:10:10 am CET","#5","#6","#4","#2","#1","#3","#5","#1","#4","#2","#6","#3","Emily","Leah","Sebastian","Male","Bisexual","19-29",""
"2018/07/22 12:10:18 am CET","#2","#6","#5","#1","#3","#4","#1","#6","#3","#2","#5","#4","Abigail","Leah","Haley","Male","Heterosexual","15-18",""
"2018/07/22 12:11:02 am CET","#5","#3","#1","#2","#6","#4","#1","#6","#2","#3","#4","#5","Harvey","Sam","Abigail","Female","Heterosexual","30-39",""
"2018/07/22 12:11:14 am CET","#5","#4","#3","#1","#2","#6","#2","#4","#5","#1","#6","#3","Leah","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/07/22 12:11:29 am CET","#6","#1","#2","#5","#4","#3","#4","#2","#5","#1","#3","#6","Leah","Elliott","Harvey","Female","Bisexual","19-29",""
"2018/07/22 12:11:52 am CET","#4","#3","#5","#2","#1","#6","#3","#4","#1","#2","#5","#6","Sebastian","Haley","Leah","Female","Heterosexual","30-39",""
"2018/07/22 12:12:02 am CET","#4","#1","#3","#5","#2","#6","#2","#3","#5","#1","#4","#6","Leah","Abigail","Elliott","Female","Bisexual","19-29",""
"2018/07/22 12:12:48 am CET","#6","#2","#3","#5","#1","#4","#4","#5","#1","#2","#6","#3","Haley","Leah","Sebastian","Male","Heterosexual","19-29",""
"2018/07/22 12:12:59 am CET","#2","#4","#1","#3","#5","#6","#5","#3","#6","#1","#4","#2","Leah","Penny","Alex","Male","Heterosexual","15-18",""
"2018/07/22 12:13:23 am CET","#3","#2","#1","#6","#5","#4","#2","#4","#6","#1","#3","#5","Leah","Harvey","Abigail","Female","Heterosexual","19-29",""
"2018/07/22 12:14:01 am CET","#3","#4","#1","#5","#2","#6","#1","#2","#6","#5","#3","#4","Abigail","Emily","Maru","Prefer not to say","Heterosexual","30-39",""
"2018/07/22 12:14:31 am CET","#3","#1","#2","#4","#5","#6","#2","#4","#6","#5","#3","#1","Penny","Abigail","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 12:14:48 am CET","#1","#6","#5","#4","#2","#3","#3","#6","#5","#1","#4","#2","Leah","Penny","Abigail","Female","Homosexual","19-29",""
"2018/07/22 12:16:09 am CET","#6","#3","#4","#2","#1","#5","#1","#6","#5","#3","#4","#2","Sebastian","Sam","Haley","Female","Bisexual","19-29",""
"2018/07/22 12:16:17 am CET","#5","#1","#3","#4","#2","#6","#5","#1","#6","#2","#3","#4","Leah","Emily","Elliott","Male","Heterosexual","30-39",""
"2018/07/22 12:16:18 am CET","#2","#5","#3","#4","#1","#6","#4","#1","#6","#2","#5","#3","Sebastian","Emily","Sam","Female","Heterosexual","19-29",""
"2018/07/22 12:16:20 am CET","#2","#5","#4","#1","#3","#6","#5","#3","#2","#4","#6","#1","Sam","Alex","Sebastian","Female","Heterosexual","15-18",""
"2018/07/22 12:16:24 am CET","#6","#5","#4","#3","#2","#1","#3","#2","#1","#4","#5","#6","","","","","","",""
"2018/07/22 12:16:38 am CET","#6","#1","#3","#5","#4","#2","#6","#5","#3","#1","#4","#2","Elliott","Shane","Leah","Female","Heterosexual","30-39",""
"2018/07/22 12:17:22 am CET","#3","#4","#6","#5","#1","#2","#3","#1","#6","#2","#5","#4","Emily","Leah","Sebastian","Male","Heterosexual","19-29",""
"2018/07/22 12:17:30 am CET","#5","#4","#2","#3","#1","#6","#1","#6","#5","#4","#2","#3","Abigail","Maru","Penny","Male","Heterosexual","19-29",""
"2018/07/22 12:17:31 am CET","#5","#3","#1","#6","#2","#4","#2","#1","#3","#5","#6","#4","","","","Male","Heterosexual","19-29",""
"2018/07/22 12:17:39 am CET","#2","#5","#6","#1","#3","#4","#2","#4","#3","#1","#5","#6","Sam","Abigail","Alex","Female","Heterosexual","19-29",""
"2018/07/22 12:17:43 am CET","#6","#2","#3","#5","#1","#4","#4","#5","#1","#2","#6","#3","Haley","Sebastian","Penny","Male","Heterosexual","19-29",""
"2018/07/22 12:17:46 am CET","#3","#6","#5","#1","#2","#4","#6","#3","#4","#1","#5","#2","Sam","Sebastian","Alex","","Homosexual","15-18",""
"2018/07/22 12:18:13 am CET","#4","#2","#3","#6","#5","#1","#1","#4","#6","#3","#5","#2","Abigail","Penny","Leah","Male","Heterosexual","19-29",""
"2018/07/22 12:18:34 am CET","#5","#6","#3","#4","#2","#1","#5","#6","#1","#2","#3","#4","Haley","Maru","Penny","Male","Heterosexual","19-29",""
"2018/07/22 12:18:59 am CET","#6","#3","#4","#5","#2","#1","#3","#4","#5","#2","#6","#1","Shane","Penny","Leah","Female","Pansexual","19-29",""
"2018/07/22 12:19:14 am CET","#6","#3","#1","#5","#2","#4","#1","#6","#3","#4","#2","#5","","","","Male","Heterosexual","19-29",""
"2018/07/22 12:20:24 am CET","#5","#4","#6","#3","#2","#1","#2","#4","#5","#1","#3","#6","Leah","Abigail","Shane","Male","Heterosexual","19-29",""
"2018/07/22 12:20:51 am CET","#1","#2","#5","#3","#4","#6","#3","#5","#4","#1","#6","#2","Alex","Elliott","Sam","Female","Heterosexual","19-29",""
"2018/07/22 12:20:55 am CET","#5","#6","#1","#2","#3","#4","#3","#4","#5","#2","#1","#6","Harvey","Maru","Leah","Female","Bisexual","19-29",""
"2018/07/22 12:22:46 am CET","#2","#6","#3","#4","#5","#1","#4","#5","#1","#3","#6","#2","Haley","Penny","Leah","Male","Heterosexual","30-39",""
"2018/07/22 12:23:13 am CET","#1","#4","#2","#5","#6","#3","#1","#3","#6","#5","#4","#2","Abigail","Penny","Alex","Female","Prefer not to say","30-39",""
"2018/07/22 12:23:34 am CET","#5","#1","#3","#4","#2","#6","#2","#4","#5","#1","#3","#6","Leah","Abigail","Maru","Female","Bisexual","19-29",""
"2018/07/22 12:23:53 am CET","#2","#3","#6","#1","#5","#4","#2","#5","#4","#3","#6","#1","Penny","Abigail","Sam","Male","Heterosexual","19-29",""
"2018/07/22 12:23:57 am CET","#2","#3","#5","#4","#1","#6","#3","#4","#6","#1","#5","#2","Sebastian","Elliott","Alex","Female","Bisexual","19-29",""
"2018/07/22 12:24:06 am CET","#4","#3","#5","#2","#1","#6","#1","#5","#4","#2","#6","#3","Abigail","Sebastian","Leah","Male","Bisexual","19-29",""
"2018/07/22 12:24:33 am CET","#5","#6","#3","#4","#1","#2","#3","#2","#4","#1","#6","#5","Sebastian","Shane","Leah","Female","Heterosexual","19-29",""
"2018/07/22 12:24:40 am CET","#1","#6","#3","#5","#2","#4","#6","#3","#4","#2","#5","#1","Alex","Penny","Sebastian","Female","Heterosexual","19-29",""
"2018/07/22 12:24:54 am CET","#6","#5","#2","#4","#3","#1","#4","#5","#6","#1","#2","#3","Leah","Maru","Shane","Male","Heterosexual","19-29",""
"2018/07/22 12:24:59 am CET","#6","#4","#3","#2","#1","#5","#1","#2","#6","#4","#5","#3","Sebastian","Sam","Abigail","Male","Homosexual","19-29",""
"2018/07/22 12:25:54 am CET","#5","#4","#3","#6","#2","#1","#2","#3","#6","#1","#4","#5","Shane","Sebastian","Abigail","Male","Bisexual","15-18",""
"2018/07/22 12:25:57 am CET","#5","#3","#4","#2","#1","#6","#3","#1","#6","#2","#5","#4","Sebastian","Sam","Elliott","Female","Pansexual ","19-29",""
"2018/07/22 12:26:00 am CET","#6","#1","#5","#3","#2","#4","#2","#3","#6","#1","#4","#5","Elliott","Leah","Abigail","Female","Heterosexual","19-29",""
"2018/07/22 12:26:17 am CET","#5","#1","#2","#3","#6","#4","#4","#5","#3","#2","#6","#1","Penny","Leah","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 12:26:21 am CET","#5","#2","#6","#1","#3","#4","#3","#4","#6","#2","#5","#1","Penny","Leah","Sam","Female","Bisexual","19-29",""
"2018/07/22 12:26:32 am CET","#6","#2","#1","#5","#4","#3","#3","#4","#6","#1","#5","#2","Haley","Alex","Sam","Male","Bisexual","19-29",""
"2018/07/22 12:26:45 am CET","#6","#2","#3","#5","#1","#4","#2","#3","#5","#1","#4","#6","Sebastian","Leah","Penny","Female","Heterosexual","30-39",""
"2018/07/22 12:28:20 am CET","#6","#3","#2","#5","#4","#1","#4","#2","#6","#3","#5","#1","Penny","Emily","Leah","Male","Heterosexual","19-29",""
"2018/07/22 12:28:34 am CET","#2","#5","#4","#3","#1","#6","#1","#3","#6","#4","#5","#2","Abigail","Penny","Sebastian","Male","Heterosexual","30-39",""
"2018/07/22 12:28:55 am CET","#6","#3","#4","#5","#2","#1","#1","#2","#6","#4","#3","#5","Abigail","Shane","Emily","Non-binary","Pansexual","19-29",""
"2018/07/22 12:29:53 am CET","#5","#2","#4","#1","#3","#6","#6","#3","#4","#1","#5","#2","Leah","Elliott","Emily","Male","Heterosexual","30-39",""
"2018/07/22 12:30:10 am CET","#3","#4","#5","#6","#2","#1","#2","#6","#1","#3","#4","#5","Shane","Haley","Sebastian","Female","Bisexual","15-18",""
"2018/07/22 12:30:23 am CET","#1","#2","#3","#4","#5","#6","#3","#5","#1","#2","#6","#4","Haley","Leah","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 12:30:23 am CET","#6","#1","#4","#3","#2","#5","#3","#4","#5","#1","#2","#6","Elliott","Abigail","Sebastian","Prefer not to say","Asexual","19-29",""
"2018/07/22 12:30:57 am CET","#3","#4","#5","#2","#1","#6","#1","#6","#5","#2","#4","#3","Sebastian","Abigail","Sam","Female","Bisexual","19-29",""
"2018/07/22 12:31:39 am CET","#2","#5","#4","#1","#3","#6","#1","#5","#2","#3","#6","#4","Abigail","Haley","","Male","Heterosexual","19-29",""
"2018/07/22 12:31:43 am CET","#1","#3","#2","#5","#6","#4","#3","#4","#6","#1","#2","#5","Alex","Harvey","Leah","Female","Heterosexual","19-29",""
"2018/07/22 12:32:18 am CET","#6","#1","#2","#3","#4","#5","#5","#3","#2","#4","#1","#6","Maru","Haley","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 12:32:35 am CET","#2","#1","#5","#3","#4","#6","#2","#6","#3","#4","#5","#1","Penny","Abigail","Elliott","Non-binary","Bisexual","50 or over",""
"2018/07/22 12:32:57 am CET","#1","#2","#3","#4","#5","#6","#2","#5","#4","#1","#6","#3","Leah","Abigail","Penny","Male","Heterosexual","15-18",""
"2018/07/22 12:32:59 am CET","#2","#6","#3","#5","#4","#1","#5","#4","#6","#2","#3","#1","Penny","Penny","Penny","Male","Heterosexual","19-29",""
"2018/07/22 12:33:37 am CET","#5","#2","#6","#1","#3","#4","#5","#6","#1","#4","#2","#3","Haley","Penny","Maru","Non-binary","Bisexual","19-29",""
"2018/07/22 12:34:13 am CET","#6","#3","#5","#2","#1","#4","#4","#3","#6","#1","#5","#2","Sebastian","Leah","Penny","Female","Heterosexual","19-29",""
"2018/07/22 12:34:38 am CET","#1","#3","#4","#5","#2","#6","#2","#5","#4","#1","#6","#3","Alex","Abigail","Leah","Female","Asexual","19-29",""
"2018/07/22 12:34:53 am CET","#5","#4","#6","#2","#3","#1","#2","#3","#6","#1","#4","#5","Shane","Sam","Sebastian","Female","Bisexual","19-29",""
"2018/07/22 12:35:21 am CET","#4","#2","#1","#5","#6","#3","#1","#5","#6","#2","#3","#4","Abigail","Maru","Leah","Male","Heterosexual","30-39",""
