"Timestamp","Rank the bachelors [Alex]","Rank the bachelors [Elliott]","Rank the bachelors [Harvey]","Rank the bachelors [Sam]","Rank the bachelors [Sebastian]","Rank the bachelors [Shane]","Rank the bachelorettes [Abigail]","Rank the bachelorettes [Emily]","Rank the bachelorettes [Haley]","Rank the bachelorettes [Leah]","Rank the bachelorettes [Maru]","Rank the bachelorettes [Penny]","#1 Overall","#2 Overall","#3 Overall","How do you identify as?","What is your sexual orientation?","How old are you?",""
"2018/07/24 10:05:51 pm CET","#6","#1","#5","#4","#2","#3","#5","#6","#4","#2","#3","#1","Penny","Leah","Maru","Female","Bisexual","19-29",""
"2018/07/24 10:27:30 pm CET","#6","#4","#1","#5","#3","#2","#4","#6","#5","#3","#2","#1","Harvey","Shane","Sebastian","Female","Heterosexual","19-29",""
"2018/07/24 10:53:12 pm CET","#2","#6","#1","#5","#4","#3","#2","#1","#5","#4","#6","#3","Emily","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/07/24 11:27:24 pm CET","#4","#1","#2","#6","#5","#3","#5","#4","#6","#3","#2","#1","Penny","Maru","Elliott","Male","Heterosexual","19-29",""
"2018/07/25 12:14:38 am CET","#4","#5","#1","#3","#2","#6","#1","#4","#3","#6","#2","#5","Harvey","Sebastian","Sebastian","Female","Bisexual","19-29",""
"2018/07/25 1:42:42 am CET","#5","#6","#2","#4","#3","#1","#5","#1","#4","#2","#6","#3","Emily","Leah","Harvey","Male","Heterosexual","15-18",""
"2018/07/25 3:00:54 am CET","#5","#4","#1","#6","#2","#3","#4","#5","#6","#1","#3","#2","Harvey","Leah","Shane","Female","Heterosexual","19-29",""
"2018/07/25 3:26:04 am CET","#3","#2","#1","#5","#4","#6","#5","#1","#4","#3","#6","#2","Emily","Penny","Haley","Male","Heterosexual","19-29",""
"2018/07/25 5:18:03 am CET","#4","#6","#5","#3","#2","#1","#2","#3","#6","#1","#5","#4","Shane","Leah","Sebastian","Male","Bisexual","15-18",""
"2018/07/25 6:17:17 am CET","#5","#1","#6","#2","#3","#4","#5","#6","#4","#1","#2","#3","Elliott","Sam","Maru","Female","Bisexual","15-18",""
"2018/07/25 6:18:05 am CET","#4","#6","#2","#1","#5","#3","#5","#4","#3","#2","#6","#1","Penny","Leah","Shane","Male","Heterosexual","19-29",""
"2018/07/25 6:57:39 am CET","#4","#6","#3","#2","#1","#5","#3","#6","#5","#1","#4","#2","Leah","Penny","Abigail","Male","Homosexual","19-29",""
"2018/07/25 7:17:20 am CET","#5","#3","#6","#4","#2","#1","#2","#3","#5","#4","#1","#6","Shane","Maru","Abigail","Female","Heterosexual","14 or under",""
"2018/07/25 7:48:05 am CET","#1","#3","#6","#2","#5","#4","#1","#3","#2","#4","#6","#5","Alex","Shane","Sam","Female","Heterosexual","15-18",""
"2018/07/25 8:10:55 am CET","#1","#6","#5","#3","#4","#2","#1","#4","#6","#5","#3","#2","Abigail","Alex","Penny","Female","Heterosexual","15-18",""
"2018/07/25 12:09:23 pm CET","#4","#1","#3","#6","#5","#2","#5","#6","#4","#1","#3","#2","Elliott","Shane","Leah","Female","Bisexual","19-29",""
"2018/07/25 12:09:50 pm CET","#4","#3","#5","#2","#6","#1","#6","#1","#2","#3","#4","#5","Emily","Shane","Sam","Female","Heterosexual","19-29",""
"2018/07/25 12:28:13 pm CET","#1","#2","#3","#4","#5","#6","#6","#5","#4","#3","#2","#1","Leah","Shane","Abigail","Male","Heterosexual","19-29",""
"2018/07/25 2:32:17 pm CET","#1","#2","#3","#4","#6","#5","#3","#4","#5","#1","#6","#2","Leah","Penny","Alex","Male","Heterosexual","19-29",""
"2018/07/25 3:42:59 pm CET","#4","#2","#6","#5","#3","#1","#1","#2","#6","#4","#3","#5","Shane","Sebastian","Emily","Female","Bisexual","19-29",""
"2018/07/25 4:59:26 pm CET","#4","#3","#2","#1","#6","#5","#2","#4","#3","#1","#6","#5","","","","Male","Heterosexual","19-29",""
"2018/07/25 5:31:05 pm CET","#3","#4","#5","#2","#1","#6","#1","#3","#4","#2","#6","#5","Abigail","Leah","Emily","Male","Heterosexual","19-29",""
"2018/07/25 8:34:15 pm CET","#6","#3","#2","#4","#5","#1","#2","#4","#6","#1","#5","#3","Leah","Shane","Harvey","Male","Heterosexual","30-39",""
"2018/07/25 9:47:02 pm CET","#1","#6","#2","#5","#3","#4","#4","#5","#6","#2","#3","#1","Alex","Shane","Penny","Female","Heterosexual","19-29",""
"2018/07/25 10:03:30 pm CET","#4","#1","#3","#5","#2","#6","#4","#3","#5","#2","#6","#1","Penny","Leah","Emily","Male","Heterosexual","19-29",""
"2018/07/26 1:00:07 am CET","#2","#4","#6","#5","#1","#3","#1","#5","#2","#4","#6","#3","Abigail","Haley","Sebastian","Male","Heterosexual","15-18",""
"2018/07/26 1:45:34 am CET","#5","#2","#1","#6","#3","#4","#5","#4","#6","#2","#3","#1","Harvey","Penny","Elliott","Female","Heterosexual","19-29",""
"2018/07/26 4:08:26 am CET","#5","#4","#2","#1","#3","#6","#4","#5","#6","#2","#1","#3","Sam","Maru","Harvey","Female","Heterosexual","19-29",""
"2018/07/26 10:25:17 am CET","#6","#5","#1","#4","#3","#2","#1","#2","#6","#3","#4","#5","Harvey","Leah","Maru","Male","Bisexual","15-18",""
"2018/07/26 11:26:27 am CET","#2","#4","#5","#6","#3","#1","#4","#2","#6","#1","#5","#3","Shane","Alex","Leah","Female","Prefer not to say","Prefer not to say",""
"2018/07/26 3:15:17 pm CET","#4","#2","#1","#5","#3","#6","#6","#5","#2","#3","#4","#1","Harvey","Elliott","Penny","Female","Heterosexual","19-29",""
"2018/07/26 4:23:25 pm CET","#1","#6","#4","#3","#5","#2","#2","#6","#3","#1","#5","#4","Leah","Abigail","Haley","Male","Heterosexual","Prefer not to say",""
"2018/07/26 6:42:20 pm CET","#6","#3","#2","#5","#4","#1","#4","#5","#6","#3","#2","#1","Penny","Shane","Harvey","Female","Bisexual","15-18",""
"2018/07/26 9:41:14 pm CET","#6","#2","#1","#5","#4","#3","#5","#3","#4","#2","#1","#6","Harvey","Elliott","Maru","Female","Asexual","30-39",""
"2018/07/26 9:46:34 pm CET","#6","#2","#1","#5","#3","#4","#5","#3","#4","#2","#1","#6","Harvey","Elliott","Maru","Female","Heterosexual","30-39",""
"2018/07/27 2:02:24 am CET","#4","#5","#6","#3","#2","#1","#1","#3","#5","#2","#6","#4","Abigail","Leah","Shane","Male","Heterosexual","19-29",""
"2018/07/27 7:59:05 am CET","#6","#4","#5","#2","#1","#3","#1","#2","#6","#5","#3","#4","Sebastian","Abigail","Elliott","Female","Bisexual","19-29",""
"2018/07/27 8:44:56 am CET","#4","#6","#5","#3","#1","#2","#1","#4","#6","#2","#5","#3","Abigail","Sebastian","Leah","Female","Asexual","19-29",""
"2018/07/27 1:57:14 pm CET","#5","#2","#6","#3","#1","#4","#5","#4","#6","#3","#1","#2","Sebastian","Elliott","Sam","Female","Heterosexual","19-29",""
"2018/07/27 3:13:23 pm CET","#6","#4","#1","#3","#2","#5","#6","#4","#3","#1","#5","#2","Leah","Penny","","Male","Heterosexual","19-29",""
"2018/07/27 6:34:54 pm CET","#2","#4","#5","#1","#3","#6","#3","#5","#6","#2","#4","#1","Penny","Leah","Abigail","Male","Heterosexual","19-29",""
"2018/07/27 10:57:20 pm CET","#4","#2","#1","#6","#3","#5","#5","#4","#3","#2","#1","#6","Harvey","Elliott","Haley","Male","Bisexual","30-39",""
"2018/07/28 5:41:52 am CET","#5","#2","#1","#4","#3","#6","#3","#5","#6","#1","#2","#4","Leah","Harvey","Maru","Genderqueer/Non-binary","Bisexual","19-29",""
"2018/07/28 7:49:49 am CET","#3","#5","#4","#2","#1","#6","#4","#1","#5","#2","#6","#3","Emily","Leah","Penny","Male","Heterosexual","30-39",""
"2018/07/28 8:33:01 am CET","#3","#1","#2","#4","#5","#6","#4","#1","#6","#2","#5","#3","Emily","Leah","Penny","Male","Homosexual","Prefer not to say",""
"2018/07/28 9:41:13 am CET","#6","#4","#1","#5","#3","#2","#3","#5","#6","#1","#4","#2","Leah","Harvey","Shane","Female","Heterosexual","19-29",""
"2018/07/28 10:27:26 am CET","#5","#6","#4","#3","#2","#1","#2","#5","#4","#1","#6","#3","Shane","Sam","Leah","Female","Heterosexual","19-29",""
"2018/07/28 12:26:25 pm CET","#3","#2","#6","#4","#5","#1","#2","#4","#5","#1","#6","#3","Shane","Leah","Elliott","Female","Bisexual","15-18",""
"2018/07/28 2:46:15 pm CET","#3","#4","#1","#5","#2","#6","#2","#4","#6","#3","#1","#5","Harvey","Sebastian","Maru","Female","Heterosexual","19-29",""
"2018/07/28 3:52:20 pm CET","#6","#1","#2","#5","#3","#4","#5","#4","#3","#2","#1","#6","Harvey","Maru","Elliott","Female","Asexual","30-39",""
"2018/07/28 4:22:37 pm CET","#6","#3","#4","#5","#2","#1","#3","#2","#5","#1","#4","#6","Leah","Shane","","Female","Heterosexual","19-29",""
"2018/07/28 6:22:59 pm CET","#6","#1","#2","#4","#3","#5","#5","#4","#1","#2","#6","#3","Haley","Penny","Leah","Male","Heterosexual","19-29",""
"2018/07/28 9:30:40 pm CET","#3","#5","#1","#6","#4","#2","#3","#1","#6","#4","#5","#2","Emily","Harvey","Penny","Male","Heterosexual","19-29",""
"2018/07/29 12:18:53 pm CET","#5","#1","#6","#2","#4","#3","#2","#4","#5","#3","#1","#6","Elliott","Sam","Maru","Female","Heterosexual","19-29",""
"2018/07/29 8:54:16 pm CET","#3","#4","#2","#6","#5","#1","#3","#5","#6","#2","#1","#4","Shane","Maru","Harvey","Female","Bisexual","19-29",""
"2018/07/29 9:04:06 pm CET","#4","#6","#2","#1","#5","#3","#2","#6","#5","#3","#4","#1","Penny","Abigail","Leah","Female","Homosexual","Prefer not to say",""
"2018/07/29 9:28:09 pm CET","#5","#2","#3","#6","#4","#1","#4","#1","#6","#2","#3","#5","Emily","Shane","Leah","Male","Bisexual","19-29",""
"2018/07/29 11:50:02 pm CET","#3","#1","#4","#2","#5","#6","#5","#3","#6","#1","#4","#2","Leah","Shane","Harvey","Male","Heterosexual","19-29",""
"2018/07/30 3:28:47 am CET","#2","#3","#4","#5","#1","#6","#3","#5","#6","#2","#1","#4","Sebastian","Maru","Alex","Female","Heterosexual","14 or under",""
"2018/07/30 5:09:10 pm CET","#4","#3","#1","#2","#5","#6","#4","#6","#5","#1","#3","#2","Leah","Penny","Maru","Male","Heterosexual","30-39",""
"2018/07/30 6:00:09 pm CET","#4","#2","#3","#6","#1","#5","#2","#6","#5","#1","#3","#4","Sebastian","Elliott","Leah","Female","Heterosexual","19-29",""
"2018/07/30 6:07:05 pm CET","#5","#4","#6","#2","#1","#3","#3","#5","#6","#1","#4","#2","Leah","Penny","Sebastian","Female","Bisexual","19-29",""
"2018/07/31 1:13:05 am CET","#5","#1","#2","#6","#3","#4","#5","#2","#6","#1","#4","#3","Leah","Elliott","Emily","Female","Bisexual","19-29",""
"2018/07/31 1:38:12 am CET","#6","#4","#2","#5","#1","#3","#2","#5","#6","#3","#4","#1","Penny","Abigail","Leah","Female","Homosexual","19-29",""
"2018/08/01 6:48:59 am CET","#3","#4","#5","#6","#1","#2","#1","#4","#3","#2","#5","#6","Sebastian","Shane","Alex","Female","Heterosexual","19-29",""
"2018/08/01 7:30:46 pm CET","#2","#1","#3","#5","#4","#6","#1","#2","#6","#3","#4","#5","Abigail","Elliott","Leah","Genderqueer/Non-binary","Pansexual","19-29",""
"2018/08/02 12:55:00 pm CET","#2","#6","#4","#5","#3","#1","#2","#1","#4","#5","#6","#3","Shane","Emily","Sam","Male","Bisexual","14 or under",""
"2018/08/02 2:17:39 pm CET","#5","#4","#2","#6","#3","#1","#4","#5","#3","#2","#6","#1","Shane","Penny","Harvey","Female","Prefer not to say","15-18",""
"2018/08/02 8:06:49 pm CET","#1","#6","#5","#4","#2","#3","#5","#4","#2","#1","#6","#3","Leah","Haley","Alex","Female","Bisexual","15-18",""
"2018/08/03 12:58:38 am CET","#3","#4","#5","#1","#2","#6","#3","#6","#5","#2","#4","#1","Penny","Leah","Sam","Female","Bisexual","15-18",""
"2018/08/03 1:01:41 am CET","#1","#6","#5","#3","#2","#4","#2","#6","#5","#4","#3","#1","Alex","Penny","Sebastian","Female","Heterosexual","19-29",""
"2018/08/03 1:08:42 am CET","#1","#4","#2","#6","#5","#3","#3","#5","#6","#1","#4","#2","Alex","Harvey","Leah","Male","Homosexual","15-18",""
"2018/08/03 1:13:47 am CET","#3","#2","#1","#4","#6","#5","#1","#5","#6","#2","#3","#4","Harvey","Elliott","Abigail","Male","Homosexual","19-29",""
"2018/08/03 1:14:25 am CET","#2","#6","#1","#3","#4","#5","#5","#4","#6","#1","#3","#2","Leah","Penny","Harvey","Female","Homosexual","19-29",""
"2018/08/03 1:16:59 am CET","#6","#1","#3","#5","#4","#2","#3","#2","#1","#5","#4","#6","Haley","Emily","Abigail","Male","Heterosexual","15-18",""
"2018/08/03 1:26:39 am CET","#5","#6","#2","#3","#4","#1","#5","#4","#3","#6","#1","#2","Shane","Maru","Harvey","Female","Heterosexual","19-29",""
"2018/08/03 1:27:20 am CET","#5","#2","#6","#4","#1","#3","#3","#2","#5","#1","#4","#6","Leah","Sebastian","Emily","Female","Bisexual","30-39",""
"2018/08/03 1:29:04 am CET","#6","#1","#2","#3","#5","#4","#2","#3","#4","#1","#6","#5","Elliott","Leah","Shane","Female","Heterosexual","19-29",""
"2018/08/03 1:31:47 am CET","#6","#5","#4","#3","#1","#2","#1","#3","#2","#4","#6","#5","Abigail","Sebastian","Haley","Female","Homosexual","19-29",""
"2018/08/03 1:32:30 am CET","#6","#4","#3","#2","#1","#5","#2","#4","#6","#1","#5","#3","Leah","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/08/03 1:39:42 am CET","#5","#2","#4","#3","#1","#6","#2","#5","#6","#1","#3","#4","Leah","Abigail","Sebastian","Male","Bisexual","19-29",""
"2018/08/03 1:41:13 am CET","#3","#5","#1","#2","#6","#4","#5","#3","#2","#4","#1","#6","Penny","Abigail","Leah","Transwoman","Bisexual","19-29",""
"2018/08/03 1:57:24 am CET","#1","#2","#3","#4","#5","#6","#3","#4","#2","#1","#6","#5","Leah","Haley","Alex","Female","Homosexual","19-29",""
"2018/08/03 2:41:35 am CET","#5","#3","#4","#2","#6","#1","#6","#5","#2","#3","#4","#1","Penny","Haley","Shane","Male","Heterosexual","15-18",""
"2018/08/03 3:10:07 am CET","#4","#3","#6","#1","#2","#5","#2","#1","#6","#3","#4","#5","Sam","Sebastian","Emily","Female","Heterosexual","30-39",""
"2018/08/03 3:12:39 am CET","#1","#6","#5","#3","#2","#4","#5","#1","#2","#4","#6","#3","Alex","Sebastian","Shane","Male","Homosexual","19-29",""
"2018/08/03 3:20:04 am CET","#6","#5","#4","#2","#1","#3","#1","#5","#4","#3","#6","#2","Sebastian","Sam","Penny","Genderqueer/Non-binary","Asexual","19-29",""
"2018/08/03 3:20:16 am CET","#1","#2","#3","#4","#6","#5","#1","#3","#4","#2","#6","#5","Abigail","Leah","Emily","Male","Heterosexual","19-29",""
"2018/08/03 3:21:38 am CET","#5","#6","#2","#4","#1","#3","#6","#4","#3","#2","#5","#1","Sebastian","Penny","Leah","Female","Pansexual","19-29",""
"2018/08/03 3:23:39 am CET","#5","#4","#3","#2","#1","#6","#6","#4","#3","#2","#1","#5","Sebastian","Maru","Leah","Female","Asexual","19-29",""
"2018/08/03 3:24:46 am CET","#4","#2","#1","#3","#6","#5","#3","#2","#5","#1","#6","#4","Leah","Leah","Leah","Male","Bisexual","19-29",""
"2018/08/03 3:30:00 am CET","#3","#1","#2","#6","#4","#5","#4","#5","#2","#1","#6","#3","Elliott","Harvey","Haley","Female","Heterosexual","30-39",""
"2018/08/03 3:32:37 am CET","#6","#3","#1","#5","#2","#4","#4","#5","#6","#1","#3","#2","Leah","Penny","Maru","Male","Asexual","19-29",""
"2018/08/03 3:42:16 am CET","#3","#6","#5","#2","#1","#4","#4","#3","#6","#1","#5","#2","Leah","Penny","Emily","Male","Heterosexual","30-39",""
"2018/08/03 3:43:26 am CET","#4","#6","#5","#1","#3","#2","#4","#3","#2","#6","#1","#5","Elliott","Leah","Harvey","Female","Bisexual","30-39",""
"2018/08/03 3:54:12 am CET","#4","#1","#5","#2","#3","#6","#4","#5","#3","#1","#6","#2","Leah","Penny","Haley","Male","Heterosexual","19-29",""
"2018/08/03 4:04:39 am CET","#5","#4","#6","#2","#1","#3","#4","#1","#2","#5","#3","#6","Emily","Haley","Sebastian","Male","Heterosexual","30-39",""
"2018/08/03 4:07:17 am CET","#6","#3","#4","#5","#1","#2","#4","#5","#6","#1","#2","#3","Leah","Maru","Penny","Female","Asexual","19-29",""
"2018/08/03 4:15:01 am CET","#6","#3","#5","#1","#2","#4","#3","#4","#6","#1","#5","#2","Sam","Leah","Sebastian","Female","Heterosexual","19-29",""
"2018/08/03 4:18:16 am CET","#5","#4","#2","#6","#1","#3","#1","#6","#2","#4","#3","#5","Abigail","Haley","Sebastian","Female","Bisexual","19-29",""
"2018/08/03 4:41:37 am CET","#3","#2","#5","#6","#4","#1","#3","#1","#6","#2","#5","#4","Emily","Leah","Shane","Male","Heterosexual","15-18",""
"2018/08/03 4:51:17 am CET","#6","#4","#2","#5","#1","#3","#2","#5","#6","#1","#4","#3","Sebastian","Harvey","Shane","Genderqueer/Non-binary","Biromantic asexual","19-29",""
"2018/08/03 5:01:18 am CET","#3","#1","#2","#6","#5","#4","#3","#6","#4","#1","#5","#2","Leah","Elliott","Harvey","Female","Heterosexual","19-29",""
"2018/08/03 5:02:37 am CET","#5","#1","#6","#2","#3","#4","#1","#3","#5","#2","#6","#4","Abigail","Elliott","Leah","Female","Heterosexual","19-29",""
"2018/08/03 5:06:44 am CET","#6","#3","#2","#4","#1","#5","#2","#5","#6","#3","#1","#4","Sebastian","Maru","Leah","Female","Bisexual","19-29",""
"2018/08/03 5:13:39 am CET","#2","#3","#1","#5","#6","#4","#2","#5","#1","#6","#3","#4","Sebastian","Sam","Leah","Female","Bisexual","19-29",""
"2018/08/03 5:17:01 am CET","#3","#2","#4","#5","#1","#6","#6","#3","#4","#1","#2","#5","Sebastian","Elliott","Leah","Genderqueer/Non-binary","Bisexual","19-29",""
"2018/08/03 5:26:16 am CET","#1","#2","#6","#5","#4","#3","#1","#5","#6","#2","#3","#4","Alex","Elliott","Shane","Male","Homosexual","30-39",""
"2018/08/03 5:30:42 am CET","#3","#6","#2","#4","#1","#5","#3","#6","#5","#1","#2","#4","Sebastian","Leah","Harvey","Female","Bisexual","19-29",""
"2018/08/03 5:39:14 am CET","#3","#5","#4","#2","#1","#6","#1","#2","#4","#3","#5","#6","Abigail","Emily","Leah","Female","Homosexual","15-18",""
"2018/08/03 5:47:11 am CET","#1","#2","#3","#6","#5","#4","#3","#2","#6","#4","#5","#1","Penny","Emily","Abigail","Male","Heterosexual","19-29",""
"2018/08/03 5:47:30 am CET","#6","#1","#3","#4","#2","#5","#1","#4","#6","#3","#2","#5","Abigail","Elliott","Maru","Male","Heterosexual","19-29",""
"2018/08/03 5:49:49 am CET","#6","#3","#2","#5","#1","#4","#3","#1","#6","#4","#5","#2","Sebastian","Harvey","Elliott","Female","Heterosexual","15-18",""
"2018/08/03 5:53:46 am CET","#2","#1","#3","#4","#5","#6","#4","#5","#1","#3","#6","#2","Haley","Penny","Leah","Male","Heterosexual","19-29",""
"2018/08/03 5:55:05 am CET","#4","#6","#1","#3","#5","#2","#3","#4","#5","#1","#6","#2","Leah","Harvey","Sam","Female","Bisexual","19-29",""
"2018/08/03 5:55:53 am CET","#2","#5","#3","#4","#6","#1","#5","#2","#6","#1","#4","#3","","","","Male","Homosexual","19-29",""
"2018/08/03 6:01:32 am CET","#5","#1","#2","#3","#4","#6","#1","#2","#5","#6","#4","#3","Abigail","Penny","Maru","Male","Heterosexual","15-18",""
"2018/08/03 6:02:08 am CET","#3","#2","#5","#1","#6","#4","#6","#4","#1","#5","#3","#2","Sebastian","Abigail","Harvey","Female","Homosexual","19-29",""
"2018/08/03 6:11:00 am CET","#6","#2","#4","#5","#1","#3","#1","#5","#6","#3","#2","#4","Sebastian","Abigail","Elliott","Female","Bisexual","30-39",""
"2018/08/03 6:12:27 am CET","#5","#2","#1","#6","#4","#3","#2","#6","#4","#1","#3","#5","Leah","Abigail","Harvey","Male","Heterosexual","19-29",""
"2018/08/03 6:13:12 am CET","#2","#3","#4","#1","#5","#6","#3","#4","#6","#1","#5","#2","Sam","Leah","Alex","Female","Heterosexual","19-29",""
"2018/08/03 6:23:28 am CET","#5","#6","#4","#2","#1","#3","#1","#4","#6","#2","#5","#3","Abigail","Sebastian","Shane","Male","Homosexual","19-29",""
"2018/08/03 6:28:09 am CET","#5","#2","#3","#4","#1","#6","#3","#5","#2","#1","#6","#4","Leah","Haley","Abigail","Male","Heterosexual","19-29",""
"2018/08/03 6:29:19 am CET","#3","#1","#5","#2","#4","#6","#3","#1","#6","#2","#4","#5","Emily","Leah","Abigail","Male","Heterosexual","30-39",""
"2018/08/03 6:33:42 am CET","#6","#5","#3","#4","#2","#1","#2","#5","#1","#3","#6","#4","Haley","Abigail","Leah","Male","Heterosexual","19-29",""
"2018/08/03 6:35:11 am CET","#5","#6","#3","#2","#4","#1","#1","#2","#3","#5","#6","#4","Abigail","Emily","Shane","Male","Heterosexual","15-18",""
"2018/08/03 6:52:49 am CET","#6","#2","#4","#3","#1","#5","#3","#4","#6","#1","#2","#5","Sebastian","Leah","Elliott","Genderqueer/Non-binary","pansexual","30-39",""
"2018/08/03 7:02:52 am CET","#2","#5","#4","#3","#1","#6","#1","#5","#6","#2","#4","#3","Sebastian","Leah","Alex","Female","Heterosexual","19-29",""
"2018/08/03 7:05:44 am CET","#4","#1","#5","#3","#2","#6","#5","#2","#6","#1","#3","#4","Leah","Elliott","Emily","Male","Heterosexual","19-29",""
"2018/08/03 7:07:38 am CET","#6","#3","#2","#5","#1","#4","#3","#5","#6","#2","#4","#1","Penny","Leah","Abigail","Female","Heterosexual","19-29",""
"2018/08/03 7:08:21 am CET","#6","#2","#1","#4","#5","#3","#5","#3","#6","#2","#1","#4","Harvey","Elliott","Maru","Female","Heterosexual","19-29",""
"2018/08/03 7:15:11 am CET","#4","#5","#3","#2","#1","#6","#3","#2","#6","#1","#5","#4","Leah","Emily","Abigail","Male","Bisexual","15-18",""
"2018/08/03 7:15:44 am CET","#6","#5","#4","#2","#1","#3","#1","#5","#6","#2","#4","#3","Abigail","Leah","Penny","Male","Heterosexual","15-18",""
"2018/08/03 7:19:40 am CET","#2","#3","#1","#4","#5","#6","#4","#6","#1","#2","#3","#5","Haley","Leah","Maru","Male","Heterosexual","19-29",""
"2018/08/03 7:19:58 am CET","#5","#4","#3","#2","#1","#6","#6","#5","#4","#1","#2","#3","Sebastian","Leah","Sam","Female","Heterosexual","30-39",""
"2018/08/03 7:20:40 am CET","#6","#1","#2","#3","#5","#4","#2","#3","#6","#1","#4","#5","Leah","Abigail","Emily","Male","Heterosexual","19-29",""
"2018/08/03 7:26:42 am CET","#1","#6","#3","#5","#4","#2","#5","#2","#3","#4","#1","#6","Maru","Emily","Haley","Genderqueer/Non-binary","Bisexual","19-29",""
"2018/08/03 7:31:28 am CET","#5","#4","#3","#6","#1","#2","#4","#5","#1","#2","#6","#3","Haley","Leah","Sebastian","Male","Heterosexual","19-29",""
"2018/08/03 7:34:03 am CET","#1","#6","#3","#5","#4","#2","#1","#6","#3","#4","#2","#5","Alex","Shane","Harvey","Male","Homosexual","19-29",""
"2018/08/03 7:38:36 am CET","#2","#5","#3","#4","#6","#1","#5","#3","#1","#6","#4","#2","Sebastian","Leah","Abigail","Female","Heterosexual","19-29",""
"2018/08/03 8:06:06 am CET","#3","#6","#4","#5","#2","#1","#4","#6","#1","#2","#3","#5","Haley","Shane","Leah","Female","Bisexual","19-29",""
"2018/08/03 8:10:22 am CET","#4","#5","#6","#1","#2","#3","#1","#6","#5","#2","#3","#4","Sam","Sebastian","Abigail","Female","Bisexual","15-18",""
"2018/08/03 8:13:12 am CET","#4","#3","#5","#6","#1","#2","#2","#6","#3","#1","#4","#5","Sebastian","Leah","Shane","Female","Bisexual","19-29",""
"2018/08/03 8:24:36 am CET","#5","#6","#4","#2","#3","#1","#4","#5","#6","#3","#1","#2","Shane","Maru","Sam","Female","Heterosexual","14 or under",""
"2018/08/03 8:27:22 am CET","#5","#2","#3","#6","#1","#4","#1","#4","#3","#5","#6","#2","Abigail","Abigail","Abigail","Prefer not to say","Prefer not to say","19-29",""
"2018/08/03 8:44:58 am CET","#2","#5","#4","#1","#3","#6","#6","#1","#3","#2","#4","#5","Emily","Leah","Haley","Male","Heterosexual","Prefer not to say",""
"2018/08/03 8:48:47 am CET","#4","#3","#5","#2","#1","#6","#3","#6","#1","#4","#5","#2","Haley","Abigail","Leah","Male","Asexual","19-29",""
"2018/08/03 8:49:49 am CET","#3","#5","#6","#2","#1","#4","#1","#4","#6","#2","#5","#3","Sebastian","Sam","Alex","Female","Asexual","19-29",""
"2018/08/03 8:50:32 am CET","#5","#1","#3","#6","#2","#4","#1","#5","#6","#3","#4","#2","Elliott","Harvey","Abigail","Female","Bisexual","30-39",""
"2018/08/03 8:53:01 am CET","#6","#3","#1","#4","#2","#5","#3","#4","#6","#2","#5","#1","Penny","Harvey","Leah","Male","Homosexual","15-18",""
"2018/08/03 9:19:59 am CET","#1","#6","#2","#5","#4","#3","#2","#5","#1","#3","#6","#4","Alex","Harvey","Haley","Female","Bisexual","15-18",""
"2018/08/03 9:20:08 am CET","#6","#5","#1","#3","#4","#2","#1","#5","#6","#2","#4","#3","Abigail","Leah","Penny","Prefer not to say","Prefer not to say","19-29",""
"2018/08/03 9:24:02 am CET","#2","#3","#4","#6","#5","#1","#3","#5","#2","#4","#6","#1","Shane","Alex","Penny","Female","Heterosexual","19-29",""
"2018/08/03 9:24:19 am CET","#6","#5","#2","#3","#1","#4","#1","#5","#6","#4","#2","#3","Abigail","Maru","Sebastian","Male","Heterosexual","19-29",""
"2018/08/03 9:24:54 am CET","#1","#2","#3","#4","#5","#6","#1","#6","#5","#2","#4","#3","Abigail","Leah","","Male","Heterosexual","19-29",""
"2018/08/03 9:26:58 am CET","#6","#2","#5","#4","#1","#3","#1","#2","#6","#3","#4","#5","Sebastian","Elliott","Shane","Female","Heterosexual","30-39",""
"2018/08/03 9:28:35 am CET","#6","#4","#3","#2","#1","#5","#5","#4","#6","#2","#1","#3","Alex","Haley","Shane","Female","Heterosexual","19-29",""
"2018/08/03 9:30:43 am CET","#6","#1","#5","#4","#2","#3","#2","#3","#6","#4","#1","#5","Maru","Abigail","Emily","Male","Heterosexual","19-29",""
"2018/08/03 9:37:10 am CET","#4","#6","#5","#3","#1","#2","#4","#1","#2","#5","#3","#6","Emily","Sebastian","Haley","Male","Bisexual","15-18",""
"2018/08/03 9:40:58 am CET","#5","#6","#1","#3","#2","#4","#4","#5","#6","#2","#3","#1","Penny","Harvey","Leah","Female","Bisexual","19-29",""
"2018/08/03 9:48:43 am CET","#5","#3","#4","#2","#1","#6","#2","#3","#1","#6","#4","#5","Haley","Sam","Abigail","Female","Bisexual","15-18",""
"2018/08/03 9:49:21 am CET","#6","#4","#3","#2","#1","#5","#3","#5","#6","#4","#1","#2","Maru","Sebastian","Penny","Male","Heterosexual","19-29",""
"2018/08/03 9:50:39 am CET","#6","#2","#4","#5","#1","#3","#3","#1","#6","#2","#5","#4","Emily","Leah","Sebastian","Male","Heterosexual","19-29",""
"2018/08/03 9:55:09 am CET","#4","#1","#5","#3","#2","#6","#4","#3","#6","#2","#1","#5","Maru","Elliott","Leah","Genderqueer/Non-binary","Pansexual","30-39",""
